ExperimentID,Investigators,Treatment,Bin_Original,Bin_Final,PlantRep,SoilDepth,SoilHtBelow,HtFirstInflor,MassFirstInflor,CountRayFlowers,CountDiskFlowers,MassVeg,FinalMassTotal,MassRemoved,,,,
Resources,GrossMoserNataleVirlarknight,High,1.7,,3/19,1.7,,,,,,,,,"10/05/16 - After pouring in 5mL of T3 near plant, it became uprooted",,,10/12/16 - Plant is dried out and dead.
Resources,GrossMoserNataleVirlarknight,High,1.9,,3/20,1.9,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,0.5,,3/21,0.5,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,1.8,,3/22,1.8,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,0.6,,3/23,0.6,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,1.3,,3/24,1.3,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,1.2,,4/1,1.2,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,0.4,,4/2,0.4,,,,,,,,,10/12/16 - plant is dried out and dead,,,
Resources,GrossMoserNataleVirlarknight,Control,0.9,,4/3,0.9,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,1.8,,4/4,1.8,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,1.5,,4/5,1.5,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,1.4,,4/6,1.4,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,0.9,,4/7,0.9,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,1.6,,4/8,1.6,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,1.9,,4/9,1.9,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,0.8,,4/10,0.8,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,1.2,,4/11,1.2,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,1.4,,4/12,1.4,,,,,,,,,10/18/16 - no plant detected,,,
Resources,GrossMoserNataleVirlarknight,Control,1.1,,4/13,1.1,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,2.1,,4/14,2.1,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,1.9,,4/15,1.9,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,0.6,,4/16,0.6,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,1.9,,4/17,1.9,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,0.9,,4/18,0.9,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,0.7,,4/19,0.7,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,1.4,,4/20,1.4,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,2.8,,4/21,2.8,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Control,1.5,,4/22,1.5,,,,,,,,,11/25/16 - longest leaf ripped during measurement,,,
Resources,GrossMoserNataleVirlarknight,Control,1.2,,4/23,1.2,,,,,,,,,,,,
